age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,sex,country,salary
31,176969,0,0,55,4,9,4,4,1,39,0
36,152307,0,0,40,4,11,2,7,1,39,0
30,231620,0,0,40,4,9,4,12,0,26,0
22,249727,0,0,30,4,15,4,1,1,39,0
36,247936,0,0,2,4,11,2,8,0,36,0
59,268840,0,0,16,4,15,2,1,0,39,1
26,36936,0,2002,40,4,8,2,3,1,39,0
34,340458,0,0,40,4,2,4,1,0,39,0
46,229737,0,0,50,4,9,2,12,1,19,1
46,219293,0,0,80,1,11,2,1,1,39,1
56,279340,0,0,40,4,1,5,8,0,39,0
56,190257,0,0,40,4,5,2,6,1,39,0
32,299635,0,0,45,4,8,2,3,1,39,0
45,556652,0,0,40,2,11,2,3,1,39,1
27,204648,0,0,40,4,8,4,7,0,39,0
31,126402,0,0,60,4,11,4,5,0,39,0
28,250135,0,0,40,4,11,4,10,0,39,0
38,224566,0,0,50,4,8,2,6,1,39,0
23,580248,0,0,40,4,11,4,13,0,39,0
31,381153,0,0,40,4,0,2,13,1,39,1
47,266860,0,0,65,4,15,2,12,1,39,1
52,140985,99999,0,30,6,9,2,1,0,39,1
54,129972,0,0,38,2,8,2,11,1,39,1
43,64506,0,0,30,4,15,0,8,1,39,0
41,169023,7688,0,40,6,9,2,1,0,39,1
32,230420,0,0,45,4,11,4,7,1,39,0
58,225603,0,0,40,4,6,0,5,1,39,0
40,276096,0,0,40,4,11,2,7,1,39,0
29,375482,0,0,50,4,9,4,10,1,9,0
63,152163,0,0,40,2,11,2,11,1,39,0
38,166988,0,0,40,4,9,4,1,0,39,0
35,33975,0,0,40,2,9,2,10,1,39,1
40,229148,0,0,40,4,2,2,14,1,23,0
19,231688,0,0,20,4,15,4,7,1,39,0
18,165532,0,0,25,0,2,4,0,1,39,0
31,198069,0,0,24,4,11,4,8,1,39,0
20,95997,0,0,70,5,11,4,5,1,39,0
38,119177,0,0,55,4,11,2,12,1,39,1
28,277746,0,0,40,4,0,2,7,1,39,0
34,37646,0,0,65,4,7,2,3,1,39,0
36,178815,8614,0,40,4,9,4,4,1,39,1
36,285020,2885,0,40,6,11,2,3,1,39,0
51,97005,0,0,40,4,11,2,3,1,39,0
26,177929,0,0,48,4,9,4,12,1,39,0
23,174626,0,0,25,4,11,4,6,1,39,0
23,449101,0,0,30,0,11,2,0,0,39,0
50,339954,0,0,40,4,8,2,3,1,39,1
45,137604,0,0,40,4,15,4,8,1,39,0
29,282944,0,0,50,4,10,2,10,1,39,1
56,220187,0,0,45,4,15,2,13,1,39,1
42,204235,0,0,40,4,15,2,10,1,39,1
50,166758,0,0,15,4,15,0,8,0,39,0
37,95855,0,0,40,4,1,0,6,0,39,0
23,183945,0,0,60,4,15,4,1,0,39,0
31,257644,0,0,40,4,1,4,14,1,39,0
22,203182,0,0,30,4,9,4,4,0,39,0
31,574005,0,0,44,4,9,2,3,1,39,1
18,101061,0,0,70,5,1,4,5,1,39,0
35,238342,0,0,40,4,11,2,14,1,39,0
26,256737,0,0,40,4,1,2,14,1,39,0
43,214781,0,0,45,4,12,2,4,1,39,0
36,189382,0,0,40,4,11,2,1,0,39,1
46,102542,0,0,52,4,5,4,8,1,39,0
33,149726,0,0,46,4,11,2,14,1,39,0
58,203735,0,0,40,4,11,0,4,0,39,0
62,197218,0,0,18,2,11,6,8,0,39,0
64,105748,0,0,40,7,11,2,5,1,39,0
59,100931,0,0,40,1,11,2,1,1,39,1
24,86745,0,0,40,4,9,2,10,0,30,0
64,352712,0,0,55,6,8,2,5,1,39,0
48,144844,0,0,40,4,11,2,3,1,39,0
27,346406,0,0,50,7,9,4,10,1,39,0
29,183887,0,0,40,4,9,4,1,1,39,0
55,159028,0,0,40,2,11,2,14,1,39,0
57,343447,0,0,40,2,11,0,11,0,39,0
20,293091,0,0,12,0,11,4,0,1,39,0
19,263932,0,0,20,4,11,4,8,0,39,0
36,84306,5013,0,50,4,9,2,4,1,39,0
25,168403,0,1741,40,4,9,4,10,1,39,0
45,357540,0,2002,55,4,9,2,12,1,39,0
31,291052,0,2051,40,4,15,2,1,1,39,0
38,247111,0,0,40,4,11,2,13,1,39,1
47,304857,27828,0,40,4,12,5,13,1,39,1
44,185798,0,0,48,4,8,5,3,1,39,1
33,80145,0,0,60,4,11,2,14,1,39,0
32,180603,0,0,40,4,9,2,12,1,39,1
22,105592,0,0,45,4,7,4,14,1,39,0
24,141113,2580,0,40,4,5,2,12,1,39,0
34,198664,15024,0,70,6,9,2,3,1,35,1
38,745768,0,0,45,2,15,0,4,0,39,0
64,265661,0,0,40,4,11,2,14,1,39,0
28,186239,0,0,40,4,15,4,1,0,39,0
52,139671,0,1977,50,4,15,2,4,1,39,1
29,118520,0,0,42,7,11,2,11,1,39,0
47,189123,0,0,40,7,11,2,8,1,39,0
31,216827,0,0,40,4,11,5,8,0,39,0
41,168324,0,0,40,4,15,2,1,0,39,1
55,204751,0,0,65,4,11,2,14,1,39,0
49,329144,0,0,44,2,15,2,11,1,39,1
19,127491,0,0,40,4,11,4,8,1,39,0
59,231377,0,1848,45,4,15,2,4,1,39,1
29,198825,0,0,38,4,11,4,4,0,39,0
43,33521,0,0,70,6,9,0,10,1,39,1
58,111625,8614,0,40,4,9,6,4,1,39,1
22,374116,0,0,35,4,11,4,12,0,39,0
32,133861,13550,0,48,4,9,4,4,1,39,1
17,89870,0,0,40,0,0,4,0,1,39,0
29,452205,0,0,36,4,11,0,8,0,39,0
23,148709,0,0,40,4,11,5,6,0,39,0
24,420779,0,0,35,4,11,2,5,1,39,0
35,210945,0,0,50,4,11,2,6,1,39,0
45,304973,0,0,78,2,11,2,11,1,39,1
55,337599,0,0,40,7,15,0,1,1,39,0
50,163671,0,0,40,4,11,2,3,1,39,0
20,406641,0,0,35,4,15,4,1,0,39,0
39,141802,0,0,40,4,15,0,1,0,39,0
31,133861,0,0,40,5,8,0,12,1,39,0
34,204470,0,0,50,4,12,2,4,1,39,1
23,215443,0,0,15,7,15,4,1,1,39,0
37,127961,0,0,40,4,11,4,7,1,39,0
48,67725,0,0,45,4,9,2,12,1,39,0
33,147700,0,0,40,4,11,2,3,1,39,0
48,175070,0,2258,40,4,11,0,4,0,39,1
41,45156,2174,0,41,4,11,4,7,1,39,0
31,183778,0,0,45,4,9,4,13,1,39,0
30,129707,99999,0,35,4,9,2,10,1,39,1
19,128453,0,0,28,0,11,4,0,0,39,0
23,259109,0,0,40,4,7,2,8,0,33,0
17,198146,0,0,16,4,1,4,12,0,39,0
20,115824,0,1573,40,4,1,2,6,1,39,0
55,321333,0,0,40,1,15,2,1,1,39,1
50,238959,0,0,45,4,15,2,1,1,39,1
17,172145,0,0,40,0,0,4,0,0,39,0
47,142719,0,0,40,4,11,2,7,1,39,0
17,178953,0,0,20,4,2,4,12,0,39,0
35,225330,0,0,40,4,9,4,1,0,39,0
27,210498,0,0,80,4,15,2,4,1,39,0
25,266820,0,0,35,4,13,4,5,1,26,0
53,216931,4386,0,40,2,15,2,11,1,39,1
47,165039,0,0,40,6,15,4,8,0,39,0
24,233856,0,0,45,4,11,4,7,1,39,0
49,402462,0,0,30,4,9,3,14,1,4,0
63,111963,0,0,16,4,15,2,10,1,39,0
38,192930,0,0,10,4,11,5,12,0,39,0
42,115511,0,0,50,4,10,2,10,1,39,0
20,378546,0,0,25,4,11,4,3,1,39,0
24,51973,0,0,20,4,9,4,10,0,39,0
34,148226,0,0,48,4,11,4,7,0,39,0
40,55191,0,0,40,4,15,4,1,0,39,0
24,118023,0,0,30,4,15,4,6,1,39,0
34,169583,0,0,50,4,12,4,4,0,39,0
38,283293,0,0,40,4,11,2,3,1,39,0
44,467799,0,0,40,4,11,2,3,1,39,0
47,193047,99999,0,50,4,10,2,4,1,39,1
18,92864,0,0,20,4,2,4,8,0,39,0
31,591711,0,0,40,4,15,3,14,1,0,0
58,110213,0,0,40,4,11,6,1,0,39,1
38,213716,0,0,30,4,8,0,8,0,39,0
54,156877,0,0,40,4,11,2,3,1,12,0
62,94931,3411,0,40,0,8,2,0,1,39,0
19,427862,0,0,35,4,15,4,8,1,39,0
27,271603,0,0,24,4,5,4,8,1,0,0
21,231866,0,0,65,4,11,4,5,1,39,0
50,158680,0,0,50,4,12,2,4,1,39,1
69,159191,0,810,38,7,15,6,1,0,39,0
54,158948,0,0,15,6,11,2,14,1,39,0
63,183608,0,0,40,4,0,2,4,1,39,0
52,98588,0,0,40,4,11,2,3,1,39,0
19,32477,0,0,25,0,15,4,0,1,39,0
32,337696,0,0,50,6,15,2,12,1,39,0
55,173093,0,0,40,4,15,0,1,0,39,0
38,208358,0,0,40,4,8,2,12,1,39,0
33,34102,0,0,35,6,11,4,8,0,39,0
75,191446,0,0,16,4,3,2,8,0,39,0
50,173630,0,0,35,4,11,2,5,1,39,0
63,401531,0,0,35,0,3,2,0,1,39,0
27,377680,0,0,50,4,8,4,12,1,39,0
31,265509,0,0,32,4,8,5,13,0,39,0
36,142573,0,0,45,2,11,2,4,1,39,1
30,48520,0,2002,40,4,7,2,10,1,39,0
22,60331,0,0,35,4,15,2,8,1,39,0
49,255559,0,0,40,4,15,2,1,0,39,1
45,223999,0,1848,40,4,6,2,8,1,39,1
43,233130,0,0,40,4,9,0,12,1,39,1
50,177705,0,1740,48,2,15,2,1,1,39,0
50,152810,0,0,70,5,15,2,7,1,11,0
29,163167,0,0,40,4,11,0,12,1,39,0
53,228723,0,0,40,2,11,0,3,1,0,1
33,93206,0,0,40,4,4,2,5,1,30,0
24,65743,0,0,30,4,9,4,1,0,39,0
26,137658,0,0,45,4,15,4,1,0,39,0
44,111483,0,0,40,7,12,2,10,1,39,1
17,277583,0,0,15,4,1,4,6,1,39,0
24,96844,0,0,17,4,15,4,1,0,39,0
44,214242,0,0,50,4,15,2,14,1,39,1
62,41718,0,0,35,4,0,2,12,1,39,0
32,370160,0,0,40,4,15,5,4,0,39,0
46,309895,0,0,40,4,15,5,1,0,39,0
41,149102,0,0,40,4,11,4,14,1,31,0
42,161510,7298,0,40,4,9,2,12,1,39,1
41,243607,0,0,40,4,4,2,1,1,26,0
41,165798,0,0,40,4,4,0,8,0,33,0
39,355468,0,1887,46,4,11,2,12,1,39,1
32,197457,1471,0,38,4,11,0,13,0,39,0
39,177181,0,0,40,4,5,2,14,1,39,0
31,211242,0,0,55,4,7,2,4,1,39,1
90,226968,0,0,40,4,5,2,7,1,39,0
33,69251,0,0,40,4,8,4,12,1,30,0
28,171133,0,0,40,4,8,4,1,0,39,0
20,183083,0,0,20,0,15,4,0,0,39,0
50,195784,0,0,40,4,2,0,6,1,39,0
24,283896,0,0,40,4,11,4,6,1,39,0
59,21792,0,0,10,4,11,6,8,0,39,0
58,175127,0,0,40,4,11,2,7,1,39,0
50,41890,0,0,40,4,11,2,3,1,39,0
55,238638,4386,0,40,4,11,2,12,1,39,1
23,274424,0,0,40,4,1,5,8,0,39,0
25,182227,0,0,30,4,15,4,1,1,39,0
31,227146,0,0,55,4,9,2,12,1,39,1
63,35021,0,1977,32,6,9,2,10,1,3,1
17,110798,0,0,20,4,1,4,12,0,39,0
35,30529,0,0,40,4,11,4,1,1,39,0
34,133278,0,0,53,0,2,5,0,0,39,0
24,270075,0,0,50,4,9,2,1,0,39,0
29,167737,0,0,50,4,11,4,14,1,39,0
66,102663,0,0,50,5,5,2,4,1,39,0
37,241463,0,1848,65,6,11,2,4,1,39,1
23,27415,0,0,40,0,1,4,0,1,39,0
29,331875,0,0,40,4,2,4,6,1,6,0
33,193285,0,0,38,4,9,2,10,1,39,1
33,343021,0,0,65,6,15,4,12,1,39,0
50,279337,0,0,55,4,9,0,4,1,39,1
43,265266,0,0,40,4,11,2,3,1,39,0
54,198741,0,0,40,7,15,2,11,1,39,1
36,460437,0,0,40,4,6,0,12,0,39,0
48,304791,0,0,40,4,15,6,1,0,39,0
53,225339,0,0,40,1,15,6,1,0,39,0
56,108276,0,0,40,4,9,6,8,0,39,0
32,205072,0,0,48,6,11,2,14,1,39,0
58,143266,0,0,40,5,9,2,10,1,39,0
19,28145,0,0,52,4,11,4,8,0,39,0
62,152148,0,0,40,4,6,2,8,1,39,0
45,368947,0,0,40,1,9,4,11,0,39,0
53,162381,0,0,50,4,3,2,14,1,39,0
53,233734,0,0,40,2,12,0,10,0,39,1
36,32709,3325,0,45,4,15,0,12,0,39,0
39,188571,0,0,40,6,1,2,14,1,39,0
23,204209,0,0,10,4,15,4,6,1,39,0
33,126950,0,0,60,4,11,2,14,1,39,0
23,205653,0,0,30,4,9,4,6,1,39,0
55,164857,0,0,40,4,15,0,7,1,39,0
21,51047,0,0,25,4,11,4,1,0,39,0
41,222142,0,0,40,4,11,2,7,1,39,0
50,104501,0,1980,40,4,11,4,1,1,39,0
44,146906,0,0,50,4,14,2,10,1,39,1
38,204640,0,0,40,4,15,6,1,0,39,0
30,154935,0,0,40,2,7,4,11,1,39,0
27,267989,0,0,40,4,15,2,7,1,39,0
50,363405,0,0,50,6,9,2,13,0,39,1
18,338836,0,0,20,4,11,4,8,1,39,0
34,353213,0,0,60,4,7,5,3,1,39,0
39,85874,0,0,40,7,11,0,1,0,39,0
28,54243,0,0,60,4,11,0,14,1,39,0
52,185407,0,0,50,6,9,2,4,1,39,1
47,33865,0,0,48,4,15,0,4,0,39,0
24,191073,0,0,40,1,11,4,2,1,39,0
42,192712,0,0,25,4,11,5,8,0,39,0
28,430084,0,0,35,4,11,0,8,1,39,0
17,95446,0,0,15,4,0,4,8,1,39,0
49,23074,0,0,40,4,15,6,4,0,39,1
19,47577,0,0,50,4,15,4,14,1,39,0
68,214521,0,0,16,4,14,6,10,0,39,0
19,125591,0,0,40,4,15,4,8,0,39,0
46,241844,0,0,40,4,6,2,8,1,39,0
51,24790,0,0,99,6,15,2,4,1,39,1
46,148254,0,0,60,4,11,0,4,0,39,0
20,200061,0,0,40,0,15,4,0,0,0,0
19,231962,0,0,40,4,11,4,8,1,39,0
62,171315,0,0,60,6,9,2,10,1,39,1
56,104842,0,0,50,4,9,0,10,0,14,0
44,236321,0,0,25,2,11,0,14,1,39,0
41,116825,0,0,55,4,12,2,10,1,39,1
17,127003,0,0,40,0,6,4,0,1,39,0
42,109912,0,0,40,4,15,4,13,0,39,1
20,386864,0,0,35,4,0,4,8,1,26,0
37,179137,0,0,39,4,15,0,1,0,39,0
43,227298,0,0,45,6,9,4,12,1,39,0
33,213226,0,0,50,4,11,0,12,1,39,0
25,179953,2597,0,31,4,12,4,10,0,39,0
51,177487,0,0,40,0,11,2,0,1,39,0
39,72338,0,0,40,4,12,2,10,1,30,1
63,187919,0,0,30,4,1,2,8,1,39,0
34,286675,0,0,40,4,11,2,14,1,39,0
36,296999,0,0,37,4,15,0,3,0,39,0
65,150095,0,0,40,4,9,2,4,1,39,1
35,153066,0,0,60,6,11,2,3,1,39,1
20,193586,0,0,18,4,15,4,10,0,39,0
29,164607,0,0,50,6,8,2,5,1,39,0
33,196385,0,0,37,4,12,2,10,1,39,1
37,52221,0,0,40,4,1,2,14,1,39,0
27,190911,0,0,45,5,11,4,12,1,39,0
27,69132,0,0,37,4,9,4,13,1,39,0
47,255934,0,0,80,6,15,2,4,1,39,0
24,326334,0,0,20,4,9,4,10,1,39,0
28,421967,0,0,60,4,9,2,4,0,39,1
62,141218,0,0,30,0,12,2,0,1,39,1
36,169426,7298,0,40,4,11,2,7,1,39,1
28,183155,0,0,55,4,9,2,10,1,39,0
28,158834,0,0,50,7,12,2,4,1,39,1
27,164607,0,0,40,4,9,2,8,1,39,0
42,54202,0,0,50,6,14,2,10,1,39,1
35,108946,0,0,40,4,11,0,13,0,39,0
24,448026,0,0,40,4,9,4,12,1,39,0
50,133963,0,0,40,2,9,4,10,0,39,1
42,297335,0,0,31,4,7,3,4,0,25,0
42,175515,0,0,40,4,11,2,3,1,39,0
24,196280,0,0,30,4,9,4,12,0,39,0
26,147982,0,0,40,4,1,0,3,0,39,0
39,34378,0,0,50,6,11,2,5,1,39,0
67,180539,0,0,10,4,11,2,12,1,39,0
28,27956,0,0,99,4,14,2,10,1,30,0
50,171924,0,0,43,4,9,2,10,1,39,1
21,278391,0,0,16,0,15,4,0,1,39,0
26,167350,0,0,30,4,11,4,8,1,39,0
53,29231,0,0,35,0,5,2,0,1,39,0
32,175931,0,0,40,7,11,2,11,1,39,0
35,89508,3908,0,60,6,15,2,4,1,39,0
39,314007,0,2051,40,4,0,2,3,1,39,0
32,304212,0,0,50,7,11,4,4,1,39,0
37,103323,0,0,40,4,7,2,12,1,39,0
29,106179,0,1408,40,1,15,4,10,0,39,0
37,470663,0,0,40,1,15,4,3,1,39,0
57,135796,0,0,48,4,0,2,7,1,39,0
29,271466,0,0,43,4,8,4,10,1,39,0
68,195868,20051,0,40,4,9,2,12,1,39,1
39,365739,0,0,40,4,11,2,3,1,39,1
75,309955,0,2174,50,6,14,2,10,1,39,1
17,195262,0,0,17,4,1,4,3,1,39,0
47,185465,0,0,40,4,11,2,3,1,39,0
20,318036,0,0,40,4,11,4,8,1,39,0
32,229732,0,0,45,4,9,2,12,1,39,0
25,51498,0,0,40,4,2,4,8,1,39,0
25,191921,0,0,40,4,15,4,14,1,39,0
19,209826,0,0,15,4,15,4,12,0,39,0
27,401508,0,0,40,4,11,4,8,0,39,0
22,197387,0,0,40,6,11,4,5,1,39,0
22,110622,0,0,15,0,9,4,0,0,36,0
55,319733,0,0,40,6,11,2,3,1,39,0
47,386136,0,0,35,4,11,2,14,1,39,0
37,164526,14084,0,45,6,10,4,10,1,39,1
17,173497,0,0,15,2,1,4,10,1,39,0
55,276229,0,0,38,4,11,6,12,0,39,0
53,71417,0,0,40,7,10,2,10,1,39,0
24,132327,0,0,30,4,15,3,12,0,7,0
49,31478,0,0,99,0,5,2,0,1,39,0
63,216871,0,1740,40,7,15,2,1,1,39,0
20,374116,0,0,40,4,11,4,10,0,39,0
51,142717,4787,0,60,4,10,0,3,0,39,1
25,45474,0,0,60,2,9,2,10,1,39,0
20,197997,0,0,40,4,11,4,3,1,39,0
55,208311,0,1977,20,4,12,2,13,1,39,1
56,265086,0,0,50,4,11,2,3,1,39,1
22,194829,0,0,30,4,9,4,4,1,39,0
56,75785,0,0,40,4,11,2,4,1,39,1
22,194031,0,0,15,4,15,4,8,0,39,0
21,260254,0,0,40,4,11,4,3,1,39,0
31,120672,0,1721,40,4,1,0,6,1,39,0
51,257337,0,0,50,4,11,2,14,1,39,0
48,188432,3103,0,46,4,11,2,7,1,39,1
30,74966,0,0,24,4,8,2,1,0,39,0
51,97934,5178,0,40,1,9,2,5,1,39,1
42,200187,0,0,32,4,8,0,8,0,39,0
40,219591,0,0,50,4,0,2,3,1,39,0
50,202296,0,0,40,4,8,5,10,0,39,0
59,200453,0,0,40,5,12,2,12,1,39,0
45,174794,0,0,56,4,9,5,10,0,11,0
24,225515,0,0,40,4,9,4,4,0,39,0
59,191965,3908,0,28,4,1,2,8,0,39,0
48,240629,0,0,40,4,11,2,3,1,22,1
40,182268,0,0,40,4,13,3,1,1,39,0
55,141807,0,0,40,6,9,2,4,1,39,1
39,210626,0,0,40,4,11,0,7,0,39,0
26,236008,0,0,40,4,8,0,10,0,39,0
34,115488,0,0,40,4,11,2,12,1,39,0
23,194951,0,0,55,4,9,4,10,1,21,0
22,210474,0,0,40,4,11,4,8,0,39,0
46,99385,0,0,40,4,9,5,4,0,39,0
20,352139,0,0,29,4,15,0,8,0,39,0
45,31478,2829,0,60,6,9,2,12,1,39,0
26,257910,0,0,60,4,15,4,8,1,39,0
49,218357,0,0,38,4,8,0,10,0,39,0
24,456460,0,0,40,4,7,2,1,0,39,0
29,255949,0,0,40,4,9,4,12,1,39,0
54,94055,0,0,40,4,9,2,8,1,39,0
21,177420,0,0,40,4,15,4,1,0,39,0
29,270421,0,0,50,4,9,2,3,1,39,1
36,174938,0,1887,50,4,9,2,10,1,39,1
51,160703,0,0,40,1,11,2,1,1,39,0
25,268222,0,0,40,4,11,5,6,0,39,0
31,357145,0,0,48,6,10,4,10,0,39,0
51,146325,0,0,28,0,11,2,0,1,39,0
50,24139,0,0,65,2,12,0,10,0,39,0
41,107584,0,0,40,4,11,2,7,1,39,0
23,132300,0,0,40,4,9,4,12,0,39,0
52,89041,0,0,30,4,9,3,10,1,39,1
44,304530,0,0,55,4,15,0,3,1,39,0
60,175273,0,0,40,4,11,6,7,0,39,0
47,115070,0,0,40,4,15,4,1,0,39,0
64,254797,0,0,40,4,15,2,4,1,39,0
46,285750,4064,0,55,4,11,2,5,1,39,0
57,50248,0,0,40,0,15,2,0,1,39,0
30,113838,3137,0,60,6,8,2,12,1,11,0
44,195545,0,0,40,4,11,0,7,0,39,0
30,328242,0,0,40,4,9,2,4,1,17,1
56,198277,0,0,40,2,2,4,6,1,39,0
65,149811,0,2206,59,4,11,0,1,0,2,0
46,188161,0,0,40,4,11,5,7,0,39,0
25,136450,0,0,35,6,7,2,1,0,39,1
29,301031,0,0,40,4,11,2,14,1,39,0
61,95929,0,0,40,4,6,0,8,1,39,0
17,47407,0,0,10,0,1,4,0,1,39,0
43,137722,0,0,40,4,11,2,6,1,39,0
37,107737,0,0,55,4,9,2,10,1,39,1
25,312338,0,0,40,4,8,4,3,1,39,0
25,231016,4650,0,37,4,12,4,10,0,39,0
26,182178,2829,0,40,4,15,2,3,1,39,0
54,133050,0,0,41,4,15,4,12,1,39,0
47,192835,0,0,50,4,11,2,1,1,39,1
31,357954,0,0,20,2,7,4,13,1,39,0
23,182615,0,0,40,4,15,4,1,1,39,0
63,158199,0,0,44,4,3,6,7,0,32,0
51,229465,15024,0,50,5,12,2,4,1,39,1
49,160647,0,0,40,4,9,2,1,0,39,1
53,196278,0,0,40,4,15,6,12,0,39,0
47,243904,0,0,40,4,11,0,1,1,16,0
29,214881,0,0,40,4,11,4,4,1,39,0
41,205153,0,0,40,4,8,2,4,1,39,0
26,73689,0,0,55,4,11,2,5,1,39,0
38,49020,0,0,40,4,11,2,3,1,39,0
37,140673,0,0,40,4,15,2,12,0,39,1
69,58213,20051,0,45,6,9,2,10,1,39,1
27,207213,0,0,40,4,11,4,6,1,39,0
29,406662,0,0,40,4,11,4,6,1,39,0
35,119006,0,0,38,0,11,6,0,0,39,0
32,250354,0,0,45,4,0,4,3,1,39,0
28,214858,0,0,48,1,11,4,7,1,39,0
47,239439,0,0,40,4,1,2,7,0,39,0
61,142922,0,0,40,4,11,2,14,1,39,0
27,169815,0,0,40,4,9,4,12,1,39,0
41,101593,15024,0,50,4,12,2,10,1,39,1
18,115443,0,0,25,4,1,4,6,1,39,0
17,147069,0,0,16,4,0,4,12,0,39,0
58,81038,0,0,12,4,15,2,12,1,39,0
46,117849,0,0,55,4,12,2,4,1,39,1
30,123397,0,0,40,4,11,4,6,0,39,0
24,165201,0,0,45,7,15,2,1,0,39,0
35,208378,0,0,40,4,2,5,7,0,39,0
65,315728,2329,0,75,0,11,6,0,0,39,0
31,348504,0,0,50,4,9,2,4,1,39,0
25,178326,0,0,40,4,15,4,12,0,39,0
30,218640,0,0,40,7,15,2,10,0,39,1
45,47314,0,1902,40,4,15,2,3,1,0,1
20,66695,594,0,35,0,15,4,0,0,39,0
33,245659,0,0,38,4,15,5,8,0,8,0
57,220262,0,0,40,4,7,0,13,0,39,0
25,182809,7298,0,40,6,11,2,3,1,39,1
29,157941,0,0,40,4,9,4,13,1,39,0
19,285263,0,0,40,4,11,4,1,1,39,0
27,29261,0,0,40,4,11,1,3,1,39,1
46,98637,7298,0,50,4,9,2,4,1,39,1
63,145212,0,0,40,4,11,0,4,0,39,0
31,144949,0,0,60,6,9,0,3,1,39,0
33,120508,0,0,60,2,9,0,11,0,11,0
23,222835,0,0,30,4,9,4,8,0,39,0
29,168221,0,1740,70,5,9,2,4,1,39,0
29,53434,0,0,60,4,8,2,4,1,39,1
28,212091,2580,0,40,4,11,2,7,1,39,0
28,215873,0,0,45,4,0,4,7,1,39,0
45,34419,7298,0,40,4,15,2,4,1,39,1
26,43408,0,0,40,4,9,2,10,1,39,0
33,207301,0,0,40,4,7,0,4,0,39,0
34,179378,0,0,40,4,11,2,4,0,39,0
44,120277,15024,0,50,4,9,2,10,1,22,1
17,108909,0,0,20,4,11,4,12,0,39,0
39,204501,0,0,50,4,12,2,4,1,39,1
59,171355,0,0,40,4,10,2,4,1,39,1
30,154882,0,0,35,4,14,6,8,1,39,0
18,56613,0,0,20,4,15,4,11,0,39,0
35,186886,0,0,55,4,11,0,4,0,39,0
23,151910,0,1719,40,4,9,4,7,0,39,0
44,277533,0,0,40,4,15,2,3,1,39,0
34,98995,0,0,40,7,8,4,10,0,39,0
57,199847,15024,0,60,4,9,2,4,1,39,1
59,59469,0,0,40,4,12,2,13,1,20,0
55,188917,0,0,40,4,11,0,6,0,39,0
43,83756,0,0,50,4,15,4,4,1,39,0
37,160035,0,0,40,4,11,2,3,1,39,0
35,94529,0,0,40,7,11,0,11,0,39,0
57,141570,0,1977,40,4,12,2,4,1,39,1
31,54318,0,0,50,4,9,2,4,1,39,1
19,183258,0,0,40,4,15,4,1,1,39,0
32,253354,0,0,50,7,12,2,10,1,39,0
32,119522,0,0,50,0,9,0,0,1,39,0
25,222800,0,0,40,2,9,4,10,1,39,0
31,227325,0,0,40,4,15,4,3,1,39,0
42,39539,0,0,99,6,11,2,5,1,39,1
67,140849,0,0,24,4,11,6,8,0,39,0
35,112264,0,0,50,4,11,2,12,1,39,0
42,93853,0,0,45,6,15,2,3,1,39,0
25,167031,0,0,25,4,15,4,8,0,7,0
50,163948,0,0,40,4,12,2,12,1,39,1
22,119592,0,2824,40,4,7,4,6,1,0,1
54,121761,0,0,50,6,11,2,4,1,0,0
54,188136,0,1408,38,4,9,0,12,0,39,0
49,276247,0,0,40,2,15,2,11,1,39,0
58,318537,0,0,40,2,2,2,5,1,39,0
22,203240,0,0,40,4,0,4,1,0,39,0
41,23646,0,0,40,4,12,4,10,0,39,0
39,32650,0,0,60,4,8,4,5,1,39,0
21,216181,0,0,35,4,15,4,12,1,39,0
33,136331,0,0,40,4,11,2,6,1,39,0
36,217414,0,0,55,2,15,0,11,1,39,0
47,140045,0,0,40,4,11,5,1,0,39,0
20,247794,0,0,84,4,11,4,12,0,39,0
25,113948,0,0,45,6,8,2,8,0,39,0
33,319560,0,0,40,1,8,0,3,0,39,1
30,107793,0,0,56,4,15,2,14,1,39,1
17,213055,0,0,20,0,1,4,0,0,39,0
36,422275,0,0,40,7,4,2,8,1,26,0
25,122756,0,0,35,4,1,5,7,1,39,0
41,192107,0,0,40,4,9,2,3,1,39,0
41,176452,0,0,40,4,11,4,8,1,29,0
28,226891,0,0,30,4,15,4,1,0,0,0
37,31023,0,0,45,4,11,2,3,1,39,0
43,142444,0,0,55,4,15,0,12,0,39,1
18,78567,0,0,30,0,15,4,0,1,39,0
18,119655,0,0,12,4,2,4,1,0,39,0
36,111128,0,0,40,4,11,5,3,1,39,0
17,114798,0,0,20,4,0,4,8,0,39,0
18,165754,0,0,30,4,15,4,8,0,39,0
59,170988,0,0,55,4,11,2,12,1,39,0
70,235781,0,0,40,4,15,0,5,1,40,0
34,107793,0,0,40,4,11,2,3,1,11,1
24,148320,0,0,40,4,15,2,1,1,39,0
26,243560,0,0,40,4,15,4,12,0,0,0
21,221661,0,0,35,4,11,4,12,0,39,0
27,68848,0,0,35,4,9,4,1,0,39,0
45,287190,0,0,35,4,7,0,1,1,39,0
33,198003,7298,0,50,4,15,2,3,1,39,1
32,123291,0,0,40,4,2,2,7,1,39,0
31,36592,0,0,91,6,11,2,5,1,39,0
44,210527,0,0,40,2,15,4,8,0,39,0
50,341797,0,0,50,6,14,2,10,1,39,1
32,299635,0,0,50,4,15,2,4,1,11,0
31,121768,0,0,35,4,7,0,1,0,31,0
